웹툰명,평점,날짜
사막에 핀 달,9.90,2022.11.27
사막에 핀 달,9.86,2022.11.20
사막에 핀 달,9.74,2022.11.13
사막에 핀 달,9.82,2022.11.06
사막에 핀 달,9.88,2022.10.30
사막에 핀 달,9.89,2022.10.23
사막에 핀 달,9.89,2022.10.16
사막에 핀 달,9.90,2022.10.09
사막에 핀 달,9.89,2022.10.02
슈퍼스타 천대리,9.86,2022.12.04
슈퍼스타 천대리,9.86,2022.11.27
슈퍼스타 천대리,9.81,2022.11.20
슈퍼스타 천대리,9.87,2022.11.13
슈퍼스타 천대리,9.89,2022.11.06
슈퍼스타 천대리,9.86,2022.10.30
슈퍼스타 천대리,9.84,2022.10.23
슈퍼스타 천대리,9.88,2022.10.16
슈퍼스타 천대리,9.88,2022.10.09
슈퍼스타 천대리,9.90,2022.10.02
결혼공략,9.96,2022.12.04
결혼공략,9.94,2022.11.27
결혼공략,9.95,2022.11.20
결혼공략,9.96,2022.11.13
결혼공략,9.97,2022.11.06
결혼공략,9.96,2022.10.30
결혼공략,9.98,2022.10.23
결혼공략,9.96,2022.10.16
결혼공략,9.95,2022.10.09
결혼공략,9.93,2022.10.02
오로지 오로라,9.90,2022.12.04
오로지 오로라,9.96,2022.11.27
오로지 오로라,9.86,2022.11.20
오로지 오로라,9.90,2022.11.13
오로지 오로라,9.94,2022.11.06
오로지 오로라,9.94,2022.10.30
오로지 오로라,9.93,2022.10.23
오로지 오로라,9.94,2022.10.16
오로지 오로라,9.96,2022.10.09
오로지 오로라,9.94,2022.10.02
역주행!,9.87,2022.12.04
역주행!,9.87,2022.11.27
역주행!,9.22,2022.11.20
역주행!,9.83,2022.11.13
역주행!,9.87,2022.11.06
역주행!,9.86,2022.10.30
역주행!,9.91,2022.10.23
역주행!,9.92,2022.10.16
역주행!,9.81,2022.10.09
역주행!,9.91,2022.10.02
디나운스,9.77,2022.12.04
디나운스,9.78,2022.11.27
디나운스,9.79,2022.11.20
디나운스,9.54,2022.11.13
디나운스,9.75,2022.11.06
디나운스,9.81,2022.10.30
디나운스,9.85,2022.10.23
디나운스,9.78,2022.10.16
디나운스,9.84,2022.10.09
디나운스,9.85,2022.10.02
별을 쫓는 소년들,9.55,2022.12.04
별을 쫓는 소년들,9.26,2022.11.27
별을 쫓는 소년들,9.44,2022.11.20
별을 쫓는 소년들,9.52,2022.11.13
별을 쫓는 소년들,9.41,2022.11.06
별을 쫓는 소년들,9.57,2022.10.30
별을 쫓는 소년들,9.66,2022.10.23
별을 쫓는 소년들,9.69,2022.10.16
별을 쫓는 소년들,9.63,2022.10.09
별을 쫓는 소년들,9.49,2022.10.02
행운을 부탁해!,9.89,2022.12.04
행운을 부탁해!,9.95,2022.11.27
행운을 부탁해!,9.95,2022.11.20
행운을 부탁해!,9.91,2022.11.13
행운을 부탁해!,9.92,2022.11.06
행운을 부탁해!,9.92,2022.10.30
행운을 부탁해!,9.94,2022.10.23
행운을 부탁해!,9.96,2022.10.16
행운을 부탁해!,9.93,2022.10.09
행운을 부탁해!,9.92,2022.10.02
레지나레나 - 용서받지 못한 그대에게,9.95,2022.10.23
레지나레나 - 용서받지 못한 그대에게,9.97,2022.10.16
레지나레나 - 용서받지 못한 그대에게,9.95,2022.10.09
레지나레나 - 용서받지 못한 그대에게,9.97,2022.10.02
레지나레나 - 용서받지 못한 그대에게,9.95,2022.09.25
레지나레나 - 용서받지 못한 그대에게,9.96,2022.09.18
레지나레나 - 용서받지 못한 그대에게,9.98,2022.09.11
레지나레나 - 용서받지 못한 그대에게,9.97,2022.09.04
레지나레나 - 용서받지 못한 그대에게,9.98,2022.08.28
레지나레나 - 용서받지 못한 그대에게,9.97,2022.08.21
신군,9.96,2022.10.09
신군,9.95,2022.10.02
신군,9.91,2022.09.25
신군,9.91,2022.09.18
신군,9.97,2022.09.11
신군,9.93,2022.09.04
신군,9.93,2022.08.28
신군,9.95,2022.08.21
신군,9.96,2022.08.14
신군,9.94,2022.08.07
달로 만든 아이,9.97,2022.10.26
달로 만든 아이,9.98,2022.10.17
달로 만든 아이,9.98,2022.10.09
달로 만든 아이,9.97,2022.10.02
달로 만든 아이,9.97,2022.09.25
달로 만든 아이,9.96,2022.09.18
달로 만든 아이,9.96,2022.09.11
달로 만든 아이,9.96,2022.09.04
달로 만든 아이,9.97,2022.08.28
달로 만든 아이,9.96,2022.08.21
김부장,9.87,2022.12.05
김부장,9.92,2022.11.28
김부장,9.91,2022.11.21
김부장,9.79,2022.11.14
김부장,9.79,2022.11.07
김부장,9.92,2022.10.31
김부장,9.91,2022.10.24
김부장,9.89,2022.10.17
김부장,9.92,2022.10.10
김부장,9.75,2022.10.03
놓지마 정신줄 시즌3,9.97,2022.12.09
놓지마 정신줄 시즌3,9.97,2022.12.05
놓지마 정신줄 시즌3,9.98,2022.12.02
놓지마 정신줄 시즌3,9.98,2022.11.28
놓지마 정신줄 시즌3,9.97,2022.11.25
놓지마 정신줄 시즌3,9.94,2022.11.21
놓지마 정신줄 시즌3,9.98,2022.11.18
놓지마 정신줄 시즌3,9.96,2022.11.14
놓지마 정신줄 시즌3,9.98,2022.11.11
놓지마 정신줄 시즌3,9.97,2022.11.07
대학원 탈출일지,9.98,2022.12.08
대학원 탈출일지,9.98,2022.12.05
대학원 탈출일지,9.98,2022.12.01
대학원 탈출일지,9.98,2022.11.28
대학원 탈출일지,9.98,2022.11.24
대학원 탈출일지,9.98,2022.11.21
대학원 탈출일지,9.98,2022.11.17
대학원 탈출일지,9.98,2022.11.14
대학원 탈출일지,9.98,2022.11.10
대학원 탈출일지,9.98,2022.11.07
여신강림,9.39,2022.12.05
여신강림,9.68,2022.11.28
여신강림,9.67,2022.11.21
여신강림,9.58,2022.11.14
여신강림,9.59,2022.11.07
여신강림,9.59,2022.10.31
여신강림,9.64,2022.10.24
여신강림,9.63,2022.10.17
여신강림,9.39,2022.10.10
여신강림,9.40,2022.10.03
내가 키운 S급들,9.96,2022.11.28
내가 키운 S급들,9.94,2022.11.21
내가 키운 S급들,9.97,2022.11.14
내가 키운 S급들,9.97,2022.11.07
내가 키운 S급들,9.89,2022.10.31
내가 키운 S급들,9.97,2022.10.24
내가 키운 S급들,9.97,2022.10.17
내가 키운 S급들,9.96,2022.10.10
내가 키운 S급들,9.97,2022.10.03
내가 키운 S급들,9.95,2022.09.26
마루는 강쥐,9.99,2022.12.05
마루는 강쥐,9.99,2022.11.28
마루는 강쥐,9.99,2022.11.21
마루는 강쥐,9.99,2022.11.14
마루는 강쥐,9.99,2022.11.07
마루는 강쥐,9.99,2022.10.31
마루는 강쥐,9.99,2022.10.24
마루는 강쥐,9.99,2022.10.17
마루는 강쥐,9.98,2022.10.10
마루는 강쥐,9.98,2022.10.03
1을 줄게,9.98,2022.12.05
1을 줄게,9.98,2022.11.28
1을 줄게,9.98,2022.11.21
1을 줄게,9.98,2022.11.14
1을 줄게,9.98,2022.11.07
1을 줄게,9.97,2022.10.31
1을 줄게,9.98,2022.10.24
1을 줄게,9.97,2022.10.17
1을 줄게,9.96,2022.10.10
1을 줄게,9.97,2022.10.03
멸망 이후의 세계,9.32,2022.12.05
멸망 이후의 세계,9.89,2022.11.28
멸망 이후의 세계,9.95,2022.11.21
멸망 이후의 세계,9.38,2022.11.14
멸망 이후의 세계,9.92,2022.11.07
멸망 이후의 세계,9.94,2022.10.31
멸망 이후의 세계,9.95,2022.10.24
멸망 이후의 세계,9.95,2022.10.17
멸망 이후의 세계,9.94,2022.10.10
멸망 이후의 세계,9.92,2022.10.03
궤짝,9.65,2022.12.05
궤짝,9.34,2022.11.28
궤짝,9.21,2022.11.21
궤짝,9.25,2022.11.14
중증외상센터 : 골든 아워,9.97,2022.12.05
중증외상센터 : 골든 아워,9.98,2022.11.28
중증외상센터 : 골든 아워,9.98,2022.11.21
중증외상센터 : 골든 아워,9.98,2022.11.14
중증외상센터 : 골든 아워,9.98,2022.11.07
중증외상센터 : 골든 아워,9.97,2022.10.31
중증외상센터 : 골든 아워,9.97,2022.10.24
중증외상센터 : 골든 아워,9.97,2022.10.17
중증외상센터 : 골든 아워,9.98,2022.10.10
중증외상센터 : 골든 아워,9.98,2022.10.03
하루만 네가 되고 싶어,9.96,2022.12.05
하루만 네가 되고 싶어,9.98,2022.11.28
하루만 네가 되고 싶어,9.98,2022.11.21
하루만 네가 되고 싶어,9.97,2022.11.14
하루만 네가 되고 싶어,9.96,2022.11.07
하루만 네가 되고 싶어,9.96,2022.10.31
하루만 네가 되고 싶어,9.97,2022.10.24
하루만 네가 되고 싶어,9.97,2022.10.17
하루만 네가 되고 싶어,9.97,2022.10.10
하루만 네가 되고 싶어,9.97,2022.10.03
용사가 돌아왔다,9.93,2022.12.05
용사가 돌아왔다,9.91,2022.11.28
용사가 돌아왔다,9.91,2022.11.21
용사가 돌아왔다,9.88,2022.11.14
용사가 돌아왔다,9.94,2022.11.07
용사가 돌아왔다,9.91,2022.10.31
용사가 돌아왔다,9.94,2022.10.24
용사가 돌아왔다,9.86,2022.10.17
용사가 돌아왔다,9.91,2022.10.10
용사가 돌아왔다,9.88,2022.10.03
천마는 평범하게 살 수 없다,9.76,2022.12.05
천마는 평범하게 살 수 없다,9.74,2022.11.28
천마는 평범하게 살 수 없다,9.70,2022.11.21
천마는 평범하게 살 수 없다,9.72,2022.11.14
천마는 평범하게 살 수 없다,9.63,2022.11.07
천마는 평범하게 살 수 없다,9.51,2022.10.31
천마는 평범하게 살 수 없다,9.40,2022.10.24
천마는 평범하게 살 수 없다,9.00,2022.10.17
천마는 평범하게 살 수 없다,8.86,2022.10.10
천마는 평범하게 살 수 없다,8.13,2022.10.03
삼국지톡,9.73,2022.12.08
삼국지톡,9.53,2022.12.05
삼국지톡,9.30,2022.12.01
삼국지톡,9.79,2022.11.28
삼국지톡,9.78,2022.11.24
삼국지톡,9.76,2022.11.21
삼국지톡,9.80,2022.11.17
삼국지톡,9.76,2022.11.07
삼국지톡,9.79,2022.11.03
삼국지톡,9.79,2022.10.31
악몽의 형상,9.93,2022.12.09
악몽의 형상,9.92,2022.12.05
악몽의 형상,9.94,2022.12.02
악몽의 형상,9.94,2022.11.28
악몽의 형상,9.92,2022.11.25
악몽의 형상,9.93,2022.11.21
악몽의 형상,9.92,2022.11.18
악몽의 형상,9.93,2022.11.14
악몽의 형상,9.91,2022.11.11
악몽의 형상,9.93,2022.11.07
하북팽가 막내아들,9.95,2022.12.05
하북팽가 막내아들,9.96,2022.11.28
하북팽가 막내아들,9.94,2022.11.21
하북팽가 막내아들,9.95,2022.11.14
하북팽가 막내아들,9.96,2022.11.07
하북팽가 막내아들,9.96,2022.10.31
하북팽가 막내아들,9.95,2022.10.24
하북팽가 막내아들,9.92,2022.10.17
하북팽가 막내아들,9.80,2022.10.10
하북팽가 막내아들,9.79,2022.10.03
집이 없어,9.99,2022.12.05
집이 없어,9.98,2022.11.28
집이 없어,9.99,2022.11.21
집이 없어,9.99,2022.11.14
집이 없어,9.99,2022.11.07
집이 없어,9.99,2022.10.31
집이 없어,9.99,2022.10.24
집이 없어,9.99,2022.10.17
집이 없어,9.99,2022.10.10
집이 없어,9.99,2022.10.03
헬58,9.91,2022.12.05
헬58,9.88,2022.11.21
헬58,9.87,2022.11.14
헬58,9.86,2022.11.07
헬58,9.87,2022.10.31
헬58,9.62,2022.10.24
헬58,9.06,2022.10.17
헬58,9.69,2022.10.10
헬58,9.69,2022.10.03
헬58,9.22,2022.09.26
시한부인 줄 알았어요!,9.98,2022.12.05
시한부인 줄 알았어요!,9.99,2022.11.28
시한부인 줄 알았어요!,9.98,2022.11.21
시한부인 줄 알았어요!,9.98,2022.11.14
시한부인 줄 알았어요!,9.98,2022.11.07
시한부인 줄 알았어요!,9.95,2022.10.31
랜덤채팅의 그녀!,7.94,2022.12.05
랜덤채팅의 그녀!,6.91,2022.11.28
랜덤채팅의 그녀!,8.46,2022.11.21
랜덤채팅의 그녀!,6.85,2022.11.14
랜덤채팅의 그녀!,8.33,2022.11.07
랜덤채팅의 그녀!,8.42,2022.10.31
랜덤채팅의 그녀!,8.23,2022.10.24
랜덤채팅의 그녀!,6.54,2022.10.17
랜덤채팅의 그녀!,7.21,2022.10.10
랜덤채팅의 그녀!,6.82,2022.10.03
위아더좀비,9.97,2022.12.05
위아더좀비,9.98,2022.11.28
위아더좀비,9.98,2022.11.21
위아더좀비,9.97,2022.11.14
위아더좀비,9.98,2022.11.07
위아더좀비,9.98,2022.11.07
위아더좀비,9.97,2022.07.25
위아더좀비,9.98,2022.07.18
위아더좀비,9.98,2022.07.11
위아더좀비,9.98,2022.07.04
호랑이 들어와요,9.99,2022.12.05
호랑이 들어와요,9.98,2022.11.28
호랑이 들어와요,9.99,2022.11.21
호랑이 들어와요,9.98,2022.11.14
호랑이 들어와요,9.98,2022.11.07
호랑이 들어와요,9.98,2022.10.31
호랑이 들어와요,9.98,2022.10.24
호랑이 들어와요,9.98,2022.10.17
호랑이 들어와요,9.98,2022.10.10
호랑이 들어와요,9.98,2022.10.03
올가미,9.99,2022.12.05
올가미,9.98,2022.11.28
올가미,9.99,2022.11.21
올가미,9.98,2022.11.14
올가미,9.99,2022.11.07
올가미,9.99,2022.10.31
올가미,9.99,2022.10.24
올가미,9.99,2022.10.17
올가미,9.99,2022.10.10
올가미,9.99,2022.10.03
저 그런 인재 아닙니다,9.96,2022.12.05
저 그런 인재 아닙니다,9.97,2022.11.28
저 그런 인재 아닙니다,9.96,2022.11.21
저 그런 인재 아닙니다,9.96,2022.11.21
저 그런 인재 아닙니다,9.93,2022.11.21
시체기사 군터,9.97,2022.12.05
시체기사 군터,9.95,2022.11.28
시체기사 군터,9.97,2022.11.21
시체기사 군터,9.94,2022.11.14
시체기사 군터,9.94,2022.11.07
시체기사 군터,9.97,2022.10.31
시체기사 군터,9.95,2022.10.24
시체기사 군터,9.95,2022.10.17
시체기사 군터,9.87,2022.10.10
시체기사 군터,9.90,2022.10.03
초인의 게임,9.95,2022.12.05
초인의 게임,9.96,2022.11.28
초인의 게임,9.96,2022.11.21
초인의 게임,9.97,2022.11.14
초인의 게임,9.97,2022.11.07
초인의 게임,9.97,2022.10.31
초인의 게임,9.96,2022.10.24
초인의 게임,9.97,2022.10.17
초인의 게임,9.97,2022.10.10
초인의 게임,9.97,2022.10.03
원주민 공포만화,8.42,2022.12.05
원주민 공포만화,9.77,2022.11.28
원주민 공포만화,9.86,2022.11.21
원주민 공포만화,9.86,2022.11.14
원주민 공포만화,9.84,2022.11.07
원주민 공포만화,9.29,2022.10.31
원주민 공포만화,9.91,2022.10.24
원주민 공포만화,9.93,2022.10.17
원주민 공포만화,9.81,2022.10.03
원주민 공포만화,9.90,2022.09.26
나타나주세요!,9.93,2022.12.05
나타나주세요!,9.91,2022.11.28
나타나주세요!,9.96,2022.11.21
나타나주세요!,9.97,2022.11.14
나타나주세요!,9.82,2022.11.07
나타나주세요!,9.96,2022.10.31
나타나주세요!,9.96,2022.10.24
나타나주세요!,9.97,2022.10.17
나타나주세요!,9.98,2022.10.10
나타나주세요!,9.97,2022.10.03
윌유메리미,9.85,2022.12.09
윌유메리미,9.78,2022.12.05
윌유메리미,9.81,2022.12.02
윌유메리미,9.84,2022.11.28
윌유메리미,9.84,2022.11.25
윌유메리미,9.84,2022.11.21
윌유메리미,9.82,2022.11.18
윌유메리미,9.84,2022.11.14
윌유메리미,9.86,2022.11.11
윌유메리미,9.83,2022.11.07
DARK MOON: 회색 도시,9.36,2022.12.05
덴큐,9.89,2022.12.05
덴큐,9.91,2022.11.28
덴큐,9.88,2022.11.21
덴큐,9.89,2022.11.14
덴큐,9.83,2022.11.07
덴큐,9.90,2022.10.31
덴큐,9.71,2022.10.24
덴큐,9.91,2022.10.17
덴큐,9.88,2022.10.10
덴큐,9.89,2022.10.03
늑대처럼 홀로,9.97,2022.12.05
늑대처럼 홀로,9.96,2022.11.28
늑대처럼 홀로,9.89,2022.11.21
늑대처럼 홀로,9.87,2022.11.14
늑대처럼 홀로,9.55,2022.11.07
늑대처럼 홀로,9.94,2022.10.31
늑대처럼 홀로,9.96,2022.10.24
늑대처럼 홀로,9.92,2022.10.17
늑대처럼 홀로,9.96,2022.10.10
늑대처럼 홀로,9.97,2022.10.03
견우와 선녀,9.98,2022.12.05
견우와 선녀,9.98,2022.11.28
견우와 선녀,9.99,2022.11.21
견우와 선녀,9.99,2022.11.14
견우와 선녀,9.98,2022.11.07
견우와 선녀,9.98,2022.10.31
견우와 선녀,9.98,2022.10.24
견우와 선녀,9.98,2022.10.17
견우와 선녀,9.98,2022.10.10
견우와 선녀,9.98,2022.10.03
햄버거가 제일 좋아,9.97,2022.12.05
햄버거가 제일 좋아,9.95,2022.11.28
햄버거가 제일 좋아,9.96,2022.11.21
햄버거가 제일 좋아,9.93,2022.11.14
햄버거가 제일 좋아,9.93,2022.11.07
햄버거가 제일 좋아,9.88,2022.10.31
용왕님의 셰프가 되었습니다,9.98,2022.12.05
용왕님의 셰프가 되었습니다,9.98,2022.11.28
용왕님의 셰프가 되었습니다,9.98,2022.11.21
용왕님의 셰프가 되었습니다,9.98,2022.11.14
용왕님의 셰프가 되었습니다,9.98,2022.11.07
용왕님의 셰프가 되었습니다,9.98,2022.10.31
용왕님의 셰프가 되었습니다,9.98,2022.10.24
용왕님의 셰프가 되었습니다,9.98,2022.10.17
용왕님의 셰프가 되었습니다,9.98,2022.10.10
용왕님의 셰프가 되었습니다,9.98,2022.10.03
애옹식당,9.97,2022.12.05
애옹식당,9.97,2022.11.21
애옹식당,9.97,2022.11.14
애옹식당,9.97,2022.11.07
애옹식당,9.97,2022.10.31
애옹식당,9.97,2022.10.24
애옹식당,9.97,2022.10.17
애옹식당,9.97,2022.10.10
애옹식당,9.98,2022.10.03
애옹식당,9.97,2022.09.26
웅크,9.96,2022.12.08
웅크,9.98,2022.12.05
웅크,9.97,2022.12.01
웅크,9.97,2022.11.28
웅크,9.98,2022.11.24
웅크,9.98,2022.11.21
웅크,9.97,2022.11.17
웅크,9.97,2022.11.14
웅크,9.97,2022.11.10
웅크,9.97,2022.11.07
왕게임,9.90,2022.12.05
왕게임,9.92,2022.11.28
왕게임,9.92,2022.11.21
왕게임,9.87,2022.11.14
왕게임,9.87,2022.11.07
왕게임,9.89,2022.10.31
왕게임,9.89,2022.10.24
왕게임,9.91,2022.10.17
왕게임,9.88,2022.10.10
왕게임,9.87,2022.10.03
헥토파스칼,9.93,2022.12.05
헥토파스칼,9.95,2022.11.28
헥토파스칼,9.89,2022.11.21
헥토파스칼,9.90,2022.11.14
헥토파스칼,9.96,2022.11.07
헥토파스칼,9.93,2022.10.31
헥토파스칼,9.97,2022.10.24
헥토파스칼,9.93,2022.10.17
헥토파스칼,9.93,2022.10.10
헥토파스칼,9.96,2022.10.03
빌런투킬,9.96,2022.12.05
빌런투킬,9.96,2022.11.28
빌런투킬,9.96,2022.11.21
빌런투킬,9.95,2022.11.14
빌런투킬,9.94,2022.11.07
빌런투킬,9.96,2022.10.31
빌런투킬,9.97,2022.10.24
빌런투킬,9.97,2022.10.17
빌런투킬,9.96,2022.10.10
빌런투킬,9.98,2022.10.03
로잘린 보가트,9.98,2022.12.05
로잘린 보가트,9.97,2022.11.28
로잘린 보가트,9.98,2022.11.21
로잘린 보가트,9.97,2022.11.14
로잘린 보가트,9.97,2022.11.07
로잘린 보가트,9.96,2022.10.31
로잘린 보가트,9.97,2022.10.24
로잘린 보가트,9.97,2022.10.17
로잘린 보가트,9.98,2022.10.10
로잘린 보가트,9.97,2022.10.03
은주의 방 2~3부,9.95,2022.12.05
은주의 방 2~3부,9.96,2022.11.28
은주의 방 2~3부,9.96,2022.11.21
은주의 방 2~3부,9.96,2022.11.14
은주의 방 2~3부,9.95,2022.11.07
은주의 방 2~3부,9.95,2022.10.31
은주의 방 2~3부,9.92,2022.10.24
은주의 방 2~3부,9.95,2022.10.17
은주의 방 2~3부,9.87,2022.10.10
은주의 방 2~3부,9.93,2022.10.03
에이머,9.96,2022.12.05
에이머,9.96,2022.11.28
에이머,9.94,2022.11.21
에이머,9.93,2022.11.14
에이머,9.95,2022.11.07
에이머,9.94,2022.10.31
에이머,9.95,2022.10.24
에이머,9.95,2022.10.17
에이머,9.94,2022.10.10
에이머,9.96,2022.10.03
로맨스가 가능해?,9.94,2022.12.05
빅맨,9.94,2022.12.05
빅맨,9.95,2022.11.28
빅맨,9.88,2022.11.21
빅맨,9.95,2022.11.14
빅맨,9.93,2022.11.07
빅맨,9.89,2022.10.31
빅맨,9.86,2022.10.24
빅맨,9.65,2022.10.17
빅맨,9.93,2022.10.10
빅맨,9.92,2022.10.03
하나in세인,9.87,2022.12.05
하나in세인,9.93,2022.11.28
